Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,N_Src_Pixels_C2,N_Sky_Pixels_C2,N_Src_Pixels_C3,N_Sky_Pixels_C3,N_Src_Pixels_C4,N_Sky_Pixels_C4,N_Src_Pixels_C5,N_Sky_Pixels_C5,N_Src_Pixels_C6,N_Sky_Pixels_C6
WASP_3k015_out.FIT,0,59739.7279,2459739.728,2459739.728,2459739.73,2459739.731,1.081956923,67.52267158,18.47665756,3.5,14.60937972,35.794475,9.410388926,20.19179444,1.4,20,35,53,0.064089396,0.016930494,0.06201157,0.048621721,5.44316227,0.034978904,0.000274699,0.00023345,0.000287,0.000270279,0.017943619,0.000254638,233.3080904,72.52307145,216.0685089,179.8945647,303.3480815,137.3673125,2372614.691,1913.792225,1248.136529,2087.040228,18.57544992,35.66129096,152059.4429,1280.854225,640.1086711,1448,55.54375143,4377,8.524549838,13.58818779,346.2347202,0.992513117,41078.4196,977.5792682,1790.84981,18.57884699,35.70702249,39500.7704,543.7782104,359,54.43737072,9.902533719,14.12500799,348.2849006,0.968190288,2595.756121,1943.848117,1616.13276,18.56664153,35.73310487,138538.5673,631.3150657,1500,56.48136143,8.662735344,12.59009193,337.1581034,0.992330704,41988.2712,1876.554841,1809.466173,18.56750522,35.70343898,110011.6539,605.1288592,846,54.88614198,14.98906451,16.36505571,88.31772823,0.851362918,14561.0449,1058.123886,1155.393138,18.57779512,35.80462292,2004377.079,1505.152724,17647,56.9439013,7.679445124,14.42989263,337.6063648,0.976842637,6207817.84,1127.301117,973.1723886,18.57691048,35.83257047,80186.62085,580.242679,789,54.28491879,6.704005021,14.48885267,350.0091456,0.96011813,9852.127688,1280.854225,4351,1280.854225,4319,1280.854225,4409,1280.854225,4296,1280.854225,4310
WASP_3k016_out.FIT,0,59739.72802,2459739.728,2459739.728,2459739.73,2459739.731,1.082006514,67.5163054,18.47665756,3.5,14.6115125,35.79508611,11.39334171,21.3481252,1.4,20,35,53,0.064831486,0.017840364,0.06203471,0.047197952,5.46446338,0.034856365,0.000285928,0.000246716,0.000297974,0.000280624,0.018845908,0.00026655,226.7409255,72.31129843,208.1883534,168.1891466,289.9549029,130.7687599,2390096.526,1966.842079,1247.713148,2087.468409,18.57545406,35.66121095,154953.51,1431.757132,671.3929206,1201,55.37339154,4352,10.69507762,14.46193889,335.7935392,0.986693932,34643.59617,976.2067649,1790.743998,18.57886046,35.70698905,41892.80801,578.3681682,315,54.50179937,10.94967971,15.84142458,341.0525098,0.985253005,2262.230992,1943.08435,1616.620073,18.56665288,35.73305083,139608.3802,660.6659037,1285,56.47281377,10.08080053,13.59885006,319.3871086,0.957199932,34462.47614,1875.926248,1809.865451,18.56751612,35.70340442,107723.3393,634.4332371,765,55.36256515,14.75549655,16.06029077,85.86337766,0.848526548,13157.29544,1057.494346,1155.706985,18.5778039,35.80454398,2020367.998,1523.229643,13977,57.44569719,10.84612951,14.84029052,326.7011017,0.973322094,5322398.795,1126.70368,973.6118658,18.57692052,35.83248488,80503.9999,612.1637924,620,54.54595588,11.03286634,15.79127629,320.1072243,0.95189883,7819.214069,1431.757132,4446,1431.757132,4414,1431.757132,4413,1431.757132,4346,1431.757132,4352
WASP_3k017_out.FIT,0,59739.72813,2459739.728,2459739.728,2459739.73,2459739.731,1.082045554,67.5112953,18.47665756,3.5,14.6137375,35.79646111,9.710544917,20.855665,1.4,20,35,53,0.064297532,0.016513994,0.061516205,0.04623447,5.560835893,0.035230251,0.000280344,0.000240088,0.000291621,0.000274188,0.019056055,0.000262314,229.3524115,68.7832004,210.9456548,168.6235355,291.8146407,134.3055271,2384918.63,1944.571096,1248.048621,2087.500079,18.57545079,35.66120211,153344.3818,1366.463252,656.8024391,1373,55.16140032,4399,9.311241847,13.84379315,276.8952443,0.999921314,38754.4116,977.1114745,1790.368954,18.57885219,35.7070476,38744.70108,562.447862,391,54.36548223,9.387078636,15.13370499,309.4619813,0.947694073,2456.621891,1943.895971,1616.483596,18.566643,35.73306949,138209.0469,645.3974976,1468,55.48676171,8.643406911,12.89062768,335.2127989,0.985252468,39422.97323,1876.676872,1809.634513,18.56750614,35.70343381,105392.6745,619.1796035,791,55.01368301,14.26632387,15.56965002,87.21369652,0.733433349,14000.67783,1057.748276,1155.66537,18.57779898,35.80454982,2021410.28,1517.94097,17425,57.45448292,8.166772548,14.41711668,332.8906503,0.976415594,5934663.275,1127.020225,973.3511486,18.57691238,35.83252487,81161.92749,600.7853604,681,55.43062312,8.488445685,14.43652209,325.3427211,0.968684031,9192.866638,1366.463252,4334,1366.463252,4419,1366.463252,4385,1366.463252,4361,1366.463252,4317
WASP_3k018_out.FIT,0,59739.72825,2459739.728,2459739.728,2459739.73,2459739.731,1.082124356,67.50118685,18.47665756,3.5,14.61547778,35.7976,10.49797629,20.81118895,1.4,20,35,53,0.064358238,0.016992766,0.060994639,0.047419701,5.531450513,0.034806189,0.000276002,0.000236419,0.000287108,0.00027179,0.01859144,0.000256621,233.1805053,71.87578756,212.4448569,174.472121,297.5267371,135.6325497,2406417.744,1942.738043,1247.601961,2087.4157,18.57545998,35.66125642,154872.8066,1360.641326,652.3008915,1429,52.57988429,4494,9.933514035,14.03693794,337.9490329,0.999422262,39638.9441,976.6388324,1791.204726,18.57885743,35.70693156,40208.44215,558.5213939,385,54.05670215,11.75776833,14.67129431,354.9191998,0.999002752,2685.944762,1943.471577,1616.583536,18.56664853,35.73306463,138340.5487,641.5055039,1673,53.64125056,9.281204519,12.75385618,307.8140049,0.98483156,43513.29352,1876.158181,1809.645382,18.56751408,35.70345483,108945.45,618.2914642,952,54.51485149,14.75775466,16.08510003,86.49860202,0.822052315,15450.61605,1057.367111,1155.486464,18.57780308,35.80457371,2037982.319,1522.000924,16810,57.09882301,8.866322064,14.25626555,329.0558583,0.98561732,6219750.701,1126.680524,973.3068074,18.57691788,35.83253222,80940.98388,593.2828135,753,52.95078697,8.39129414,14.55002845,318.5132002,0.977063827,9589.577114,1360.641326,4603,1360.641326,4446,1360.641326,4545,1360.641326,4503,1360.641326,4511
WASP_3k019_out.FIT,0,59739.72837,2459739.728,2459739.728,2459739.73,2459739.731,1.082400083,67.46586282,18.47665756,3.5,14.61474028,35.79911389,9.454752563,21.27654115,1.4,20,35,53,0.063754897,0.017406143,0.063109217,0.047619194,5.427470982,0.034828482,0.000281254,0.000243318,0.000294338,0.000276847,0.018366879,0.000262877,226.6809043,71.53661708,214.4104623,172.0052746,295.5031672,132.4894897,2412524.931,1966.103579,1247.758504,2086.788571,18.57546047,35.66127579,153810.2788,1422.171359,666.8534762,1576,54.12846983,4359,8.571168232,13.89186217,75.2167459,0.991871619,40009.97389,977.0273577,1789.497139,18.57885633,35.70719812,41274.32751,576.0392853,403,54.54290876,8.29350676,14.54077297,325.9121153,0.960966671,2719.910438,1943.40638,1616.038882,18.56664701,35.73310294,143214.4097,657.6301425,1691,54.07835653,9.349803053,12.84942026,276.8576386,0.991300159,43451.12602,1876.171963,1809.177583,18.56751142,35.70345648,109660.5452,631.3460584,1034,53.08811381,13.70223709,15.62891024,84.50942575,0.786899216,16454.99751,1057.861272,1155.067775,18.57779815,35.80468431,2037179.023,1526.864803,18036,56.27252099,7.997931269,14.22584014,315.8976597,0.991116966,6207742.75,1127.165567,972.8752564,18.57691226,35.83263619,81196.6255,609.3854679,756,53.9751482,8.813868969,15.08075664,297.1903358,0.978184455,9093.240748,1422.171359,4428,1422.171359,4454,1422.171359,4358,1422.171359,4407,1422.171359,4386
WASP_3k020_out.FIT,0,59739.72848,2459739.728,2459739.728,2459739.731,2459739.731,1.082701372,67.4273443,18.47665756,3.5,14.61370722,35.80034722,10.60985105,20.73385182,1.4,20,35,53,0.063147865,0.015820401,0.06193285,0.048218631,5.477720979,0.035711163,0.000278291,0.000237867,0.00029076,0.000274119,0.018443085,0.000260123,226.9127032,66.50943855,213.0029795,175.9041919,297.0067675,137.2858255,2385661.197,1938.152819,1247.338997,2087.364586,18.57545845,35.66127134,150649.4101,1350.54747,652.5304114,1396,55.80872331,4402,9.894040125,13.29910412,25.11781848,0.998928088,40433.44262,976.5074498,1790.406374,18.57885994,35.70707983,37154.32104,557.8599862,369,54.83899083,9.175133618,13.09791028,66.7447214,0.965175861,2522.063184,1942.95686,1616.448848,18.56665085,35.73307871,139133.8418,643.3124998,1546,55.63174603,9.680208642,12.91915089,285.5470288,0.995770195,41410.52359,1875.787025,1809.4219,18.56751268,35.70348261,109741.7211,617.551025,841,53.53411172,14.28965431,15.96164623,82.10375733,0.80397465,15344.86532,1057.165684,1155.473776,18.57780807,35.80460646,2017374.078,1515.03948,15996,57.6262421,9.619246109,14.26061238,334.3019399,0.992094977,6068382.533,1126.650222,973.5530599,18.57691974,35.83252274,82257.23498,595.5364968,632,54.42844223,11.00082352,15.28093019,322.8388547,0.990647301,9216.94845,1350.54747,4360,1350.54747,4410,1350.54747,4368,1350.54747,4428,1350.54747,4423
WASP_3l001_out.FIT,0,59739.73073,2459739.731,2459739.731,2459739.733,2459739.734,1.092709193,66.19287403,18.47665756,3.5,14.55057972,35.74904444,11.60397594,21.00525871,1.4,20,35,53,0.065908106,0.016514308,0.063317362,0.049926049,5.324416221,0.036025052,0.00028285,0.000240065,0.000293701,0.000279385,0.017707827,0.000262528,233.0142024,68.79088085,215.5846012,178.6996614,300.6815124,137.2238344,2371739.253,1936.264766,1246.544234,2086.780575,18.57546067,35.66126027,156316.843,1386.136318,658.5968154,1269,51.86845116,4371,9.522499896,14.20415538,353.9947951,0.990019594,34818.66267,975.5207406,1789.535691,18.57886843,35.70709638,38531.31377,559.2852128,340,50.58608224,13.20496506,14.90244245,14.11743857,0.98674815,2169.888572,1942.666639,1616.585488,18.56665018,35.73310647,141229.9637,644.82199,1520,50.58601907,9.203435371,13.92861362,320.1512258,0.99694879,33001.85878,1875.215218,1809.696642,18.5675135,35.70346879,112780.8665,624.4508555,806,52.37766794,14.89061225,16.67687162,86.58504503,0.879676578,12973.86362,1057.16386,1154.626981,18.57781107,35.80463542,1996726.103,1507.910188,13208,52.38447734,11.21601747,14.77551976,336.8500575,0.986589792,4891125.732,1126.535616,972.4559757,18.57692638,35.83259024,82471.00684,597.3222652,634,50.52638732,11.58632559,15.13463053,339.7526871,0.993947583,7700.09953,1386.136318,4426,1386.136318,4406,1386.136318,4451,1386.136318,4458,1386.136318,4415
WASP_3l002_out.FIT,0,59739.73107,2459739.731,2459739.731,2459739.733,2459739.734,1.092966277,66.16224825,18.47665756,3.5,14.55578889,35.75271944,10.92513846,22.03284079,1.4,20,35,53,0.065258317,0.018162549,0.063472591,0.048130034,5.330998165,0.035743765,0.000298624,0.000260243,0.000312307,0.000295418,0.018904495,0.000280127,218.530323,69.79079636,203.238003,162.9218357,281.996333,127.5986315,2357247.088,1993.171726,1246.394666,2086.573377,18.5754552,35.66125483,153829.9775,1525.073818,691.8081401,1417,57.49827229,4341,8.828540233,14.38317899,38.81076698,0.998985826,30427.09773,976.1740818,1789.67711,18.57885411,35.70706266,42049.88165,601.5239771,346,55.55725017,9.949949002,17.11075769,353.1690849,0.981036898,1871.247225,1942.408959,1616.184439,18.56665289,35.73315137,140690.5836,681.9620287,1523,57.47969718,9.705056395,13.88185923,308.3883249,0.987054403,31236.73694,1874.978157,1809.513307,18.567515,35.70347444,108244.5667,658.1962969,787,58.39109806,13.43191551,16.203571,82.94844268,0.830474097,12021.09507,1057.259373,1154.473502,18.5778095,35.80468734,1984912.896,1520.103116,12669,58.82911964,11.32500913,15.11707718,329.324963,0.981619167,4306958.903,1126.445364,972.2504888,18.5769282,35.8326553,81349.1603,633.951399,627,55.56053297,12.31036052,15.63168755,309.3126323,0.977181582,6853.36611,1525.073818,4393,1525.073818,4359,1525.073818,4426,1525.073818,4430,1525.073818,4353
WASP_3l003_out.FIT,0,59739.73142,2459739.731,2459739.731,2459739.734,2459739.734,1.093516096,66.09692179,18.47665756,3.5,14.55763917,35.75651389,12.06556759,22.3251629,1.4,20,35,53,0.065867751,0.018466153,0.063557811,0.048955254,5.255957097,0.036576855,0.000299261,0.000260319,0.000312181,0.000296879,0.018447703,0.000280826,220.1011589,70.93654642,203.5926882,164.8999335,284.9111871,130.247393,2381583.776,2009.445718,1246.488012,2086.2197,18.57545802,35.66140605,156869.5666,1565.8103,700.317938,1175,57.771875,4480,10.3728413,15.13661532,278.3430585,0.999905232,28302.64315,975.8165753,1789.46705,18.57886148,35.70714161,43181.29813,607.7029311,327,55.58416055,13.33637639,16.6993778,352.4461748,0.978388189,2050.172698,1942.509708,1616.108242,18.5666538,35.73319086,142322.5431,688.6819455,1261,57.43096974,9.876603652,14.23843486,300.96719,0.997445113,28258.75929,1875.148963,1809.440535,18.56751507,35.70352389,111149.6782,667.6265651,686,58.99452115,13.85195868,16.96700759,83.35604579,0.846361208,11445.8846,1057.360252,1154.228795,18.57780353,35.80464674,2000893.221,1528.762829,11958,58.89543215,12.35536312,15.22833232,323.3106099,0.986110614,4241822.282,1126.585637,972.2597058,18.57691922,35.83254881,84037.03495,641.4401018,553,55.11177645,12.6002624,15.7586354,333.8534157,0.989058987,7037.424544,1565.8103,4634,1565.8103,4527,1565.8103,4563,1565.8103,4466,1565.8103,4509
WASP_3l004_out.FIT,0,59739.73177,2459739.732,2459739.732,2459739.734,2459739.735,1.093724646,66.07220406,18.47665756,3.5,14.56343389,35.75994722,11.7566743,22.06401817,1.4,20,35,53,0.065864195,0.018973163,0.062041607,0.05101387,5.200015963,0.037037749,0.000293822,0.000256162,0.000304903,0.000292222,0.017769063,0.000276084,224.1635864,74.06693267,203.479577,174.5725911,292.6443597,134.1537654,2392810.206,1994.87698,1246.045114,2087.071948,18.5754661,35.66123055,157600.5178,1529.392956,690.6737264,1248,57.45090522,4695,10.51724326,14.79001567,17.2406548,0.99921889,31267.41879,975.539472,1790.229317,18.57886505,35.70700476,44553.85169,600.4511447,396,55.86727543,13.03876236,17.84364919,349.2646718,0.974083071,2318.842001,1942.271629,1616.93568,18.56665661,35.73303172,139781.521,677.0191962,1357,57.2822683,9.730782492,13.76536264,319.3187828,0.995341142,31342.04167,1874.859002,1809.815893,18.56751882,35.70343697,116141.6725,658.3193103,802,56.2491453,12.977275,17.29468667,83.20480468,0.889957267,12852.85696,1056.98254,1154.858984,18.57780593,35.80465379,2006874.07,1525.242146,13128,57.49691292,12.57131793,15.01270561,331.0063183,0.984984334,4479117.333,1126.40449,972.6177885,18.5769194,35.83264048,85459.09124,633.1584945,611,55.30701754,11.70466478,15.58748478,332.3658768,0.986037072,7631.915984,1529.392956,4709,1529.392956,4726,1529.392956,4680,1529.392956,4697,1529.392956,4674
WASP_3l005_out.FIT,0,59739.73212,2459739.732,2459739.732,2459739.734,2459739.735,1.094359086,65.99721421,18.47665756,3.5,14.56431833,35.76447222,11.68621138,21.48254755,1.4,20,35,53,0.06466466,0.016714944,0.061153794,0.047624441,5.496458258,0.035626473,0.000292545,0.000252663,0.000303154,0.000288103,0.019488051,0.000273796,221.0417483,66.15497216,201.7249291,165.3032387,282.0424836,130.1205218,2363243.322,1973.035887,1246.497514,2086.697702,18.57545933,35.66126297,152818.3258,1449.844535,679.4804458,1235,59.08099907,4284,10.09306306,14.04082097,22.56832011,0.999833924,34511.41913,976.0677363,1789.477182,18.57885922,35.70710902,38852.07056,586.4439699,359,58.46469659,11.85968386,14.23700204,86.75335352,0.98066134,2214.859784,1942.517369,1616.33274,18.56665183,35.73314869,136192.6003,665.5164337,1357,58.94100228,9.95763004,12.9507661,313.5649784,0.989276944,33714.73172,1875.030783,1809.733153,18.56751515,35.70345942,107431.7643,643.8090496,775,59.44770725,14.92881835,16.13863434,88.67403581,0.800714223,13068.91251,1057.316155,1154.50191,18.57780783,35.80464288,1999469.212,1518.434604,12825,58.90855591,11.67153533,15.03414917,325.7342598,0.982099487,4814923.759,1126.726748,972.5157313,18.57692324,35.83255869,81297.67502,621.2151146,614,57.1322199,11.60653762,15.48626082,15.85253439,0.999013103,7643.471706,1449.844535,4433,1449.844535,4390,1449.844535,4427,1449.844535,4418,1449.844535,4311
WASP_3l006_out.FIT,0,59739.73246,2459739.732,2459739.732,2459739.735,2459739.735,1.094628126,65.96550672,18.47665756,3.5,14.56941639,35.76837778,10.78972176,22.1959342,1.4,20,35,53,0.065958347,0.017835604,0.061445707,0.048674701,5.46978256,0.033845509,0.000302113,0.00026315,0.000313777,0.000298872,0.019987747,0.000282038,218.3232603,67.7773981,195.8261503,162.8613811,273.6567903,120.0033596,2353925.415,2004.21389,1246.666255,2086.725327,18.57546181,35.66128838,155261.0295,1547.73545,698.7573161,1300,58.9336374,4385,10.37816487,14.32284216,29.16686456,0.992705801,31125.73024,976.0749505,1789.686694,18.57886387,35.70708636,41247.99858,607.6263614,319,57.48864143,10.18056231,15.61084127,270.6704474,0.993626424,2020.456856,1942.506977,1616.515562,18.56665544,35.73311597,136265.671,686.1626223,1537,60.10900474,10.00109121,13.38582634,281.0098744,0.978152766,30885.58818,1875.141475,1809.617886,18.56751785,35.70348224,109258.4919,664.524829,881,59.5167336,15.18195417,17.03671339,80.78194814,0.846698835,11942.41922,1057.444738,1154.45253,18.57780485,35.80466417,1990091.64,1525.454908,13423,61.37435321,10.38817602,15.21865682,328.9731651,0.990349743,4352662.85,1126.617751,972.2922583,18.57692043,35.83261839,77061.61396,638.9354062,720,58.8328111,8.60838199,15.15439579,296.1560077,0.997294151,6895.600855,1547.73545,4490,1547.73545,4431,1547.73545,4482,1547.73545,4445,1547.73545,4468
WASP_3l007_out.FIT,0,59739.73281,2459739.733,2459739.733,2459739.735,2459739.736,1.095536847,65.85881419,18.99512777,3.5,14.56728167,35.77223056,9.085358536,21.56389747,1.4,20,35,53,0.064715218,0.017160249,0.061391503,0.0494686,5.410340215,0.035357273,0.000292424,0.000253483,0.000303802,0.000290524,0.018979752,0.00027302,221.3058496,67.69786033,202.077469,170.2734237,285.0585331,129.5043944,2362559.685,1974.466854,1246.12506,2086.01687,18.57545814,35.66136499,152893.564,1460.845843,678.950716,1493,57.94688645,4368,7.466834018,14.19141718,5.996032578,0.994808069,34229.14811,975.3747418,1788.99026,18.57886497,35.70718098,39858.13673,587.8759103,363,57.00591312,8.43360599,15.71446307,69.94876065,0.995855071,2249.517169,1942.365035,1616.196014,18.56665282,35.73316678,136651.828,666.5394361,1526,58.88088889,8.340652662,13.02659825,317.7336194,0.990561624,33982.33362,1874.815886,1808.776337,18.5675154,35.70360504,111363.5215,647.485773,838,58.86303814,14.17028165,16.87179162,84.40932559,0.879206531,13192.65319,1056.994863,1153.956989,18.57781092,35.80472164,1994005.192,1518.445197,16628,60.44989867,8.654156246,14.8609228,329.4819074,0.981414108,4990386.521,1126.662023,972.2381924,18.57692256,35.8325919,80681.00631,619.46171,756,56.50155625,7.446620646,15.57207333,318.2022175,0.980684649,8004.152581,1460.845843,4397,1460.845843,4500,1460.845843,4483,1460.845843,4441,1460.845843,4498
WASP_3l008_out.FIT,0,59739.73316,2459739.733,2459739.733,2459739.735,2459739.736,1.096041207,65.79986442,18.47665756,3.5,14.56974528,35.77633889,11.25047712,21.57405241,1.4,20,35,53,0.065334394,0.01686705,0.061397396,0.046865961,5.464388216,0.036798813,0.000293639,0.000254523,0.000304641,0.000289078,0.019384068,0.000275757,222.4989603,66.26915497,201.5398803,162.1220846,281.9010022,133.4465176,2363781.659,1979.240255,1245.872113,2086.556656,18.57546483,35.66125585,154436.2427,1462.222059,681.9467098,1247,59.04122767,4366,10.35651308,14.30666943,49.55772094,0.997589237,32328.9378,975.5838561,1789.234369,18.5788657,35.70711305,39208.68822,590.7996506,349,58.61448545,10.43655564,14.65967175,329.6839813,0.987385715,2092.525366,1942.076966,1616.684936,18.56665874,35.73306917,136734.8728,668.7406291,1403,59.52337926,10.29393586,13.36061088,281.0553959,0.997224358,31533.69505,1874.692874,1809.43353,18.56751958,35.70348054,105821.4741,646.8131979,805,59.88275862,14.73428619,16.54809438,80.31444799,0.836830586,11558.58191,1056.96624,1154.43622,18.57780882,35.80468629,1998119.576,1520.620279,13140,60.79582473,10.66836394,14.96300527,341.9653448,0.99278306,4646452.699,1126.536868,972.5716943,18.57691907,35.8326142,83897.04761,624.8842956,613,56.97572148,11.01320805,15.52532578,294.0407324,0.99527498,7585.633591,1462.222059,4363,1462.222059,4427,1462.222059,4350,1462.222059,4359,1462.222059,4366
WASP_3l009_out.FIT,0,59739.7335,2459739.734,2459739.733,2459739.736,2459739.736,1.096745728,65.7178352,18.47665756,3.5,14.56996444,35.78088333,10.45504748,21.74075103,1.4,20,35,53,0.066248163,0.018588726,0.062903902,0.049727536,5.260221273,0.036200972,0.000291151,0.000252635,0.000303075,0.000287423,0.01791831,0.000271346,227.5385141,73.57949926,207.5523378,173.0117659,293.5668185,133.4127623,2388626.13,1980.202065,1246.421249,2087.079767,18.5754612,35.66120348,158242.0943,1484.905986,682.9669985,1200,57.01470588,4624,10.07018506,15.01545659,332.9246554,0.992281482,31568.26816,976.3773416,1790.085457,18.57885647,35.70694221,43591.21103,591.3944602,338,55.64994547,9.900040272,15.98160258,0.340391485,0.95788843,2468.580924,1942.852828,1616.990097,18.56664863,35.73305912,141361.7017,670.9308394,1436,56.97119791,8.910805781,13.42496265,299.0127675,0.990353402,34141.13171,1875.107785,1809.845956,18.56751589,35.70346739,113153.6395,647.3682851,767,56.30455226,15.53552784,17.12468367,86.42062503,0.88745533,12553.2622,1057.540492,1154.798754,18.57780647,35.80455721,2007069.948,1521.709983,13965,56.9,9.986220234,15.20712796,330.2420466,0.975738779,4678249.249,1126.936111,972.8278507,18.57692148,35.8325046,83449.63025,621.7858554,696,54.47309272,8.327505703,16.37166618,338.7375629,0.987092479,7536.200534,1484.905986,4585,1484.905986,4583,1484.905986,4679,1484.905986,4590,1484.905986,4627
WASP_3l010_out.FIT,0,59739.73385,2459739.734,2459739.734,2459739.736,2459739.737,1.096640684,65.73004258,18.99512777,3.5,14.57962444,35.77838889,11.01334043,21.85416647,1.4,20,35,53,0.064110366,0.019237882,0.063615687,0.048798803,5.243391804,0.036221662,0.000290366,0.000254496,0.000304244,0.000287978,0.017896407,0.000273199,220.7914401,75.59196178,209.0940768,169.4530419,292.9857342,132.5835531,2392669.155,1987.823634,1245.95329,2086.336851,18.57546061,35.66122711,153394.8963,1500.439078,682.9618257,1237,56.96629459,4569,10.09419001,13.94926811,344.1149961,0.997344133,34266.74852,977.493856,1788.075485,18.5788409,35.7072153,45161.083,596.3175308,2836,55.62387733,11.09617195,18.1650318,28.11556054,0.904072767,6690.057292,1942.262364,1616.567837,18.56665394,35.73308242,143107.4164,673.9977181,1643,56.31044971,8.166432549,13.55242603,320.1671162,0.987235747,36175.9172,1874.817292,1809.297495,18.56751537,35.70348594,111326.7782,650.5514144,910,56.9661492,14.35874235,16.76880435,83.53632749,0.859523301,13561.92019,1057.015012,1154.283921,18.57781435,35.80466977,2009436.895,1524.823484,13840,58.33457168,10.92052123,14.76341607,331.4127911,0.974796561,4961839.498,1126.506678,972.490581,18.57692757,35.83260247,83636.98312,627.1136089,691,55.28193351,11.4439845,16.26786277,326.0853884,0.988889781,8017.835361,1500.439078,4565,1500.439078,4603,1500.439078,4638,1500.439078,4576,1500.439078,4572
WASP_3l011_out.FIT,0,59739.7342,2459739.734,2459739.734,2459739.736,2459739.737,1.096741402,65.71833774,18.47665756,3.5,14.58666917,35.78205278,11.56155106,21.24473647,1.4,20,35,53,0.064771207,0.017096952,0.061295635,0.049205272,5.438759156,0.035032467,0.000289491,0.000249408,0.000299931,0.000286114,0.018895353,0.000269148,223.7420253,68.55014537,204.3657723,171.9775725,287.8358054,130.1606373,2366342.065,1963.008829,1246.34756,2086.404733,18.57545747,35.66129251,153270.8324,1417.922745,673.1307304,1230,59.03270703,4311,9.820730777,14.33074971,5.998630405,0.992098633,32952.3156,975.8152407,1789.398965,18.57885951,35.70707294,39777.16817,579.3771065,328,57.6126311,11.90947047,15.49285388,358.3772639,0.998381025,2128.890195,1942.65873,1616.535301,18.56664976,35.73310935,136669.2128,659.0737083,1285,58.52328767,10.98967388,13.38693838,313.0856201,0.997365555,31090.65283,1875.253832,1809.809443,18.5675113,35.70344223,110975.9043,638.7966729,688,58.62911964,15.63538846,16.64992532,88.12931207,0.874668325,11870.89341,1057.441543,1154.498144,18.57780499,35.80461607,1998826.833,1516.876343,13743,60.04357959,9.772868364,15.14460144,338.0269451,0.983140545,4700567.406,1126.948021,972.479382,18.57691922,35.83255427,80092.94678,611.8599911,551,55.88692003,11.24117444,15.49210214,333.7886227,0.966663052,7272.239556,1417.922745,4386,1417.922745,4380,1417.922745,4430,1417.922745,4291,1417.922745,4289
