Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,N_Src_Pixels_C2,N_Sky_Pixels_C2,N_Src_Pixels_C3,N_Sky_Pixels_C3,N_Src_Pixels_C4,N_Sky_Pixels_C4,N_Src_Pixels_C5,N_Sky_Pixels_C5,N_Src_Pixels_C6,N_Sky_Pixels_C6
aligned_CoRoT-2e016_out.FIT,79,0,59790.745679976,2459790.745679976,2459790.745659722,2459790.749192129,2459790.749940449,1.235186059,54.000994118,21.660508046,3.500000000,0,0,8.536310476,17,29,44,0.105817749,0.174882813,0.218341080,0.525868542,0.185468969,0.206053525,0.001231708,0.001588062,0.001724017,0.003125340,0.001634785,0.001702042,85.911387504,110.123407534,126.646721290,168.259616733,113.451609572,121.062539602,255106.115743011,763.697431687,1632.198928411,912.774340226,1632.698928411,1619.725659774,19.451807147,1.383576253,26994.754995492,907.920276887,303.646438241,88.901931970,293.668518066,29.732516921,54.557982942,2888,7.550489248,16.434981519,15.413004686,17.456958353,71.072477859,0.975380748,1563.674596051,979.831761957,1564.174596051,1552.668238043,19.452657540,1.390997943,37972.872326948,322.881421561,117.606247344,438.007690430,41.824016154,55.684249777,8.084045830,15.169984101,14.347872899,15.992095302,61.330493526,0.959899334,1169.436168471,1230.111113104,1169.936168471,1302.388886896,19.457208666,1.413472937,45718.022364364,328.085144324,139.348041675,529.685424805,50.354666074,51.912324270,7.782324808,15.523214643,15.456553479,15.589875807,311.279209519,0.995602714,1072.787446420,799.581841667,1073.287446420,1732.918158333,19.457086922,1.345624994,87918.636183861,393.001115774,223.710907310,817.940246582,96.835194038,55.741733365,9.271904784,15.422282131,15.268596975,15.575967287,55.510591838,0.996913645,1285.668648824,456.235045038,1286.168648824,2076.264954962,19.454106161,1.302413589,39911.857247311,327.707636679,121.791050254,394.497741699,43.959649612,56.893155800,10.079451135,17.293156199,16.508806275,18.077506124,66.227657840,0.982014632,1179.926620189,686.436411346,1180.426620189,1846.063588654,19.455736729,1.332780320,43584.727620527,330.906815755,131.712994551,480.173583984,48.005016222,55.354871639,8.449647052,15.896480430,16.365541068,15.427419793,18.701813187,0.994490557,907.920276887,2938,907.920276887,2913,907.920276887,2904,907.920276887,2982,907.920276887,2933
aligned_CoRoT-2e017_out.FIT,80,0,59790.746085069,2459790.746085069,2459790.746064815,2459790.749597253,2459790.750345574,1.237474838,53.854825631,21.660508046,3.500000000,0,0,10.851102162,17,29,44,0.096308876,0.178630775,0.227255507,0.510630155,0.178562186,0.210265874,0.001252671,0.001647767,0.001814538,0.003123591,0.001644120,0.001764299,76.882795871,108.407810695,125.241491377,163.475350622,108.606558345,119.178122670,248029.214215792,762.028414468,1632.062553422,911.639430084,1632.562553422,1620.860569916,19.451801725,1.383376620,23887.414868048,907.920276887,301.906970722,79.121773210,325.811462402,26.310035667,56.751708344,2992,9.878368242,15.562159012,14.546066561,16.578251463,290.205544192,0.970835717,1563.608907702,977.769236551,1564.108907702,1554.730763449,19.452648048,1.390650690,37590.780560216,324.131474099,115.973867286,443.524719238,41.403173293,56.478568958,10.162480661,15.007846018,14.823017519,15.192674517,311.567161094,0.957558816,1169.442587912,1228.916015467,1169.942587912,1303.583984533,19.457198650,1.413237315,45928.500225697,331.939810813,138.363940478,466.469238281,50.586490240,53.787892167,11.493673621,16.378756086,15.649573061,17.107939111,295.024366208,0.980848729,1072.510308131,798.001217168,1073.010308131,1734.498782832,19.457083959,1.345419559,83839.976131944,388.565261722,215.768068819,835.752624512,92.342883253,56.661314760,11.044698008,15.541998211,14.910107359,16.173889064,299.277213698,0.975785611,1285.389859870,455.047716079,1285.889859870,2077.452283921,19.454109991,1.302358667,37578.533661574,323.324123125,116.225579763,416.544982910,41.389684335,55.891615807,10.803342649,16.260153216,15.921092446,16.599213986,303.989928744,0.987638192,1180.176463825,684.454427419,1180.676463825,1848.045572581,19.455729067,1.332556550,43091.423636362,331.542761559,129.972445888,431.587097168,47.461682191,56.051314283,11.724049792,16.007500593,15.793926192,16.221074994,299.957573141,0.997167353,907.920276887,2893,907.920276887,2894,907.920276887,2994,907.920276887,2859,907.920276887,2917
aligned_CoRoT-2e018_out.FIT,81,0,59790.746490162,2459790.746490162,2459790.746469907,2459790.750002378,2459790.750750698,1.239780153,53.708657371,21.660508046,3.500000000,0,0,10.696248604,17,29,44,0.106776091,0.171984014,0.220216568,0.533400814,0.168725951,0.220343225,0.001269145,0.001636803,0.001802969,0.003245370,0.001597868,0.001814919,84.132283417,105.073160980,122.141059570,164.357461089,105.594432414,121.406631436,248305.654597844,765.307371798,1631.957057046,913.116611878,1632.457057046,1619.383388122,19.451809053,1.383481961,26513.107134323,907.920276887,304.356824055,87.111919428,308.047973633,29.202021157,55.392090678,2903,12.116637024,16.993595221,16.901936612,17.085253830,48.562243017,0.992435358,1564.010599167,979.928825901,1564.510599167,1552.571174099,19.452653369,1.390899592,36437.871799780,325.689806260,111.879067442,518.807922363,40.133338496,57.814204287,8.980105265,16.002538797,14.922767882,17.082309713,67.312588002,0.963427940,1169.720361549,1230.957671732,1170.220361549,1301.542328268,19.457208453,1.413519545,44812.552570541,334.094448578,134.131389376,472.677276611,49.357365081,56.279896679,9.465205434,15.755479292,15.813617605,15.697340979,43.951478405,0.959324376,1073.452449672,799.700246917,1073.952449672,1732.799753083,19.457083182,1.345528188,86374.310680827,391.276934759,220.749814282,773.283874512,95.134245682,55.693808486,9.960176990,15.947746449,15.298891886,16.596601012,56.758675860,0.958550877,1285.843399073,456.777348736,1286.343399073,2075.722651264,19.454107527,1.302290198,35847.246839601,318.530378111,112.539491687,354.227447510,39.482813362,55.252244567,12.226519330,16.202280279,17.036952527,15.367608032,33.530041997,0.930492680,1180.476206848,686.963416900,1180.976206848,1845.536583100,19.455734655,1.332718023,44833.672707094,336.813273793,133.111359306,431.485137939,49.380627185,57.801020428,11.428847582,16.744584676,15.781897037,17.707272315,61.068621915,0.953583163,907.920276887,2796,907.920276887,2972,907.920276887,2859,907.920276887,2967,907.920276887,2972
aligned_CoRoT-2f001_out.FIT,82,0,59790.748816551,2459790.748816551,2459790.748796296,2459790.752328948,2459790.753077268,1.253345627,52.869238736,21.660508046,3.500000000,0,0,9.995787384,17,29,44,0.082767866,0.156586924,0.382016344,0.448514509,0.148711029,0.175221752,0.001077828,0.001390567,0.001875215,0.002465048,0.001357096,0.001434326,76.791382586,112.606530043,203.718729502,181.949592896,109.580369030,122.163109201,278998.066729013,727.982125499,1632.640006346,917.481224678,1633.140006346,1615.018775322,19.451808286,1.384104954,23092.074663093,907.920276887,294.613471195,78.380919139,320.664093018,25.434033418,53.561002597,2948,9.327141829,14.964481130,13.900876480,16.028085780,270.651218990,0.979985500,1564.489286727,984.086631768,1564.989286727,1548.413368232,19.452654393,1.391485315,37772.732974308,319.417211717,118.255158422,435.347564697,41.603579010,53.419219244,9.753553943,16.566549428,15.960829942,17.172268914,278.105985793,0.994216068,1170.218572442,1233.818671663,1170.718572442,1298.681328337,19.457208906,1.413883009,77120.521680040,277.925960600,277.485850957,456.848236084,84.941953212,0.000000000,NaN,18.752564488,20.484895708,17.020233269,8.452655120,0.963340255,1073.477072394,803.220905776,1073.977072394,1729.279094224,19.457086007,1.345851097,86388.282703285,385.668254512,223.996353583,796.976379395,95.149634723,52.459072546,9.050085594,15.610416556,15.565888543,15.654944569,47.237171025,0.994652381,1285.744072456,460.766050667,1286.244072456,2071.733949333,19.454110554,1.302745224,36118.822313384,314.825176971,114.726600524,411.374969482,39.781931556,53.119288304,11.061610661,16.247125225,15.065296010,17.428954441,82.891828499,0.977713152,1180.395019387,690.837753100,1180.895019387,1841.662246900,19.455738537,1.333115463,41597.707057996,320.675670634,129.718936818,432.430480957,45.816475430,51.251405802,10.786544895,15.923160047,15.791189342,16.055130751,304.921521260,0.997686424,907.920276887,2813,907.920276887,1481,907.920276887,2957,907.920276887,2985,907.920276887,2893
aligned_CoRoT-2f004_out.FIT,83,0,59790.750031828,2459790.750031828,2459790.750011574,2459790.753544320,2459790.754292641,1.260658575,52.430739635,21.660508046,3.500000000,0,0,9.642255470,17,29,44,0.090009492,0.164436503,0.241993872,0.546838919,0.163132619,0.205063701,0.001306224,0.001661724,0.001956469,0.003446525,0.001643753,0.001817451,68.908143611,98.955384128,123.689107981,158.663859718,99.243987818,112.830379706,239469.459769180,765.784897687,1632.305346165,911.819793514,1632.805346165,1620.680206486,19.451797381,1.383488098,21554.524420212,907.920276887,305.111949394,70.644641952,344.903625488,23.740547457,59.889160921,2893,8.379700068,13.824896240,9.052705367,18.597087113,271.943083081,0.617711773,1563.536741963,978.697221072,1564.036741963,1553.802778928,19.452650078,1.390877965,33816.803603160,322.076167703,104.996292785,437.317443848,37.246446042,58.615661171,10.050617051,15.564288451,13.923413577,17.205163325,287.994233533,0.933578396,1169.382783972,1229.574150955,1169.882783972,1302.925849045,19.457205971,1.413494074,46658.959548466,338.636177878,137.784922571,461.682159424,51.391031499,57.177022368,10.031434846,17.325411538,16.644383013,18.006440064,297.342322424,0.981562074,1072.786850537,798.515844513,1073.286850537,1733.984155487,19.457081822,1.345611472,84657.309073492,394.930062071,214.360255660,828.171386719,93.243108705,59.150726797,10.260823306,16.048348131,15.092528577,17.004167684,291.788455371,0.973155272,1285.222198962,455.703941212,1285.722198962,2076.796058788,19.454104260,1.302437806,33586.264836982,318.790335644,105.355341996,375.582916260,36.992526428,57.495911991,10.059665618,15.813576233,14.930324651,16.696827814,299.227134628,0.954693277,1179.927720481,684.901083035,1180.427720481,1847.598916965,19.455729085,1.332683546,40750.122707081,332.297996878,122.631261970,456.150909424,44.882930522,58.448594367,9.071291929,15.618661748,15.326023391,15.911300105,300.116134712,0.994307311,907.920276887,2911,907.920276887,2945,907.920276887,2785,907.920276887,3011,907.920276887,2919
aligned_CoRoT-2f009_out.FIT,84,0,59790.752057292,2459790.752057292,2459790.752037037,2459790.755569941,2459790.756318262,1.273204463,51.699912716,21.660508046,3.500000000,0,0,11.790197727,17,29,44,0.101291575,0.162870286,0.232341043,0.522050267,0.186966525,0.206122891,0.001290821,0.001615627,0.001847674,0.003232362,0.001686204,0.001781875,78.470646471,100.809336226,125.747859040,161.507372815,110.880130767,115.677523617,246048.557434448,766.207395292,1631.555754123,911.558957987,1632.055754123,1620.941042013,19.451814360,1.383540912,24922.645854524,907.920276887,307.976259191,80.923919006,304.435852051,27.450258012,58.907689051,2971,13.883272689,15.896783419,15.034636622,16.758930216,283.111777879,0.985465717,1564.204796054,977.827427286,1564.704796054,1554.672572714,19.452650490,1.390870718,34461.280253751,322.561018798,106.836468902,380.720397949,37.956284413,58.255516429,9.241144975,14.204262270,13.375642382,15.032882158,275.410266839,0.985985910,1169.793384347,1228.839777157,1170.293384347,1303.660222843,19.457204315,1.413365754,46389.089082123,332.200309869,139.641919962,472.232421875,51.093791231,54.347599380,11.521698871,17.559990748,16.824301727,18.295679770,278.506895312,0.992348474,1073.160221968,797.272447924,1073.660221968,1735.227552076,19.457084924,1.345500650,84392.557824630,394.193182721,214.089338740,721.284545898,92.951506837,59.700319284,11.552708676,16.225417156,15.317861009,17.132973303,289.877969448,0.978957232,1284.862595359,453.365281322,1285.362595359,2079.134718678,19.454114953,1.302220559,38756.647994856,324.554883426,119.414773815,354.942047119,42.687281011,55.891274527,12.051461989,16.125063267,15.391499574,16.858626960,297.249515243,0.975553967,1180.088413834,684.394126522,1180.588413834,1848.105873478,19.455737446,1.332712715,42048.982279089,334.584784793,125.675117908,415.494689941,46.313518212,58.836872059,12.490899163,15.839199529,15.294642638,16.383756420,296.247849263,0.987274503,907.920276887,2894,907.920276887,3084,907.920276887,2948,907.920276887,2928,907.920276887,2961
aligned_CoRoT-2g001_out.FIT,85,0,59790.752763310,2459790.752763310,2459790.752743056,2459790.756276015,2459790.757024335,1.277685332,51.445168919,21.660508046,3.500000000,0,0,9.671190716,17,29,44,0.098994014,0.176155811,0.229131426,0.521160626,0.178625209,0.204310042,0.001244280,0.001611398,0.001818676,0.003134601,0.001621793,0.001700773,79.559250691,109.318630923,125.988030213,166.260619655,110.140554701,120.127719338,244975.329030179,742.408153785,1631.739880961,913.102697950,1632.239880961,1619.397302050,19.451808642,1.383736083,24251.091036249,907.920276887,295.825363418,81.977727522,303.400085449,26.710595251,52.822201959,2864,7.995263916,15.260470334,13.592896237,16.928044431,62.744904736,0.861613812,1563.654939760,978.321937107,1564.154939760,1554.178062893,19.452650150,1.390894280,36690.570475129,314.012293146,116.844376083,431.482696533,40.411665439,51.785408698,8.179027507,15.291320098,14.915226971,15.667413226,65.986575980,0.994596614,1169.056613253,1230.010475402,1169.556613253,1302.489524598,19.457209647,1.413557329,45667.652262184,328.829350311,138.879489373,467.489685059,50.299187522,52.287758673,11.553385450,16.478871926,15.672218777,17.285525074,86.634618088,0.990328206,1072.651110000,798.751789373,1073.151110000,1733.748210627,19.457080831,1.345697997,83930.318537454,379.914756179,220.918817109,753.905395508,92.442388031,50.802335837,9.734416753,15.725325283,15.151161551,16.299489015,78.226543549,0.993671671,1284.851124319,455.603361740,1285.351124319,2076.896638260,19.454108718,1.302521412,37126.958530712,314.971328035,117.874089564,419.827362061,40.892311226,52.654915022,10.469703618,15.707767583,15.089317897,16.326217269,290.724472138,0.988997334,1179.877358771,686.525105791,1180.377358771,1845.974894209,19.455732407,1.333000377,41559.829224701,317.640119455,130.839357749,389.154327393,45.774756091,49.707919387,10.095347053,15.847648954,15.061383432,16.633914476,68.055874638,0.981136062,907.920276887,2885,907.920276887,2895,907.920276887,2953,907.920276887,3062,907.920276887,2905
aligned_CoRoT-2g002_out.FIT,86,0,59790.753168403,2459790.753168403,2459790.753148148,2459790.756681139,2459790.757429460,1.280281976,51.299004741,21.660508046,3.500000000,0,0,9.663989788,17,29,44,0.086744562,0.174596027,0.236139585,0.540882037,0.161504858,0.205193420,0.001267519,0.001672862,0.001922063,0.003362607,0.001643684,0.001789771,68.436489822,104.369630181,122.857336800,160.851971582,98.257866331,114.647873129,243154.029239361,768.800224399,1632.267795825,916.972992061,1632.767795825,1615.527007939,19.451814804,1.384276452,21092.289847529,907.920276887,300.900747249,70.097166725,327.743011475,23.231433843,58.495407001,2969,9.951830887,13.576042468,13.716103206,13.435981730,43.616392513,0.817378811,1564.203701385,982.679456565,1564.703701385,1549.820543435,19.452657926,1.391491366,36143.258181960,324.207768917,111.481776957,429.223663330,39.808845669,57.837949260,9.899550543,14.645632065,14.589362177,14.701901953,45.990682654,0.950606214,1169.005588002,1232.595475070,1169.505588002,1299.904524930,19.457222944,1.413744972,46449.682696971,341.291663644,136.099669711,509.888977051,51.160530147,59.022959536,11.772283082,16.325904603,16.514300435,16.137508771,40.481289300,0.978417920,1073.016786234,801.883253149,1073.516786234,1730.616746851,19.457098064,1.346054521,85352.183714546,391.891324241,217.795542884,797.974731445,94.008456345,57.336360262,9.686110766,15.598973332,15.088535611,16.109411054,55.127357270,0.964339764,1285.674630178,458.725880040,1286.174630178,2073.774119960,19.454118239,1.303004566,33810.066889794,325.181164162,103.973017554,428.306121826,37.239026102,60.685631139,6.825885087,15.595270092,15.859303249,15.331236936,41.013517341,0.940440267,1180.435441404,689.309533424,1180.935441404,1843.190466576,19.455745183,1.333361894,41398.837756090,331.875742404,124.741981611,432.917510986,45.597437143,57.784575983,9.848278365,15.850202330,16.210190203,15.490214457,39.143615615,0.949984743,907.920276887,2915,907.920276887,2977,907.920276887,2941,907.920276887,2989,907.920276887,2944
aligned_CoRoT-2g003_out.FIT,87,0,59790.753573495,2459790.753573495,2459790.753553241,2459790.757086263,2459790.757834583,1.282897507,51.152841000,21.660508046,3.500000000,0,0,12.288154894,17,29,44,0.112006733,0.168136368,0.223748173,0.550026346,0.174560311,0.204469208,0.001368244,0.001710003,0.001926380,0.003520595,0.001753606,0.001841259,81.861653783,98.325176225,116.149534139,156.231058736,99.543654416,111.048555888,237768.592570453,776.133339176,1629.530347544,910.171060339,1630.030347544,1622.328939661,19.451824278,1.382953504,26631.683242145,907.920276887,313.495580416,84.950745420,324.068328857,29.332623051,60.069401379,2911,11.750795933,15.984612943,15.647750108,16.321475779,304.637419708,0.985827368,1561.118080967,976.934550729,1561.618080967,1555.565449271,19.452673423,1.390361253,34223.356696438,327.334134639,104.551750260,352.578399658,37.694231055,61.265284051,11.860431589,14.612257240,12.827688912,16.396825567,271.542249801,0.941911333,1166.611717518,1226.745129671,1167.111717518,1305.754870329,19.457231510,1.412938420,43473.231912366,340.186707982,127.792270810,406.674591064,47.882212810,60.657088500,12.611620514,15.766079081,16.236799542,15.295358620,324.808927476,0.968424853,1070.385159401,796.389965338,1070.885159401,1736.110034662,19.457109121,1.345244207,84372.107953519,396.068419072,213.024073344,680.501831055,92.928982975,60.703402583,13.206438820,15.529098666,15.107032703,15.951164630,296.190439877,0.992081477,1283.156568060,453.018114649,1283.656568060,2079.481885351,19.454129760,1.302013449,35336.592758871,333.231481867,106.042179931,393.097351074,38.920369617,63.672366645,12.263365789,14.983772839,15.897122896,14.070422782,349.023710502,0.982850599,1177.933219830,683.100273769,1178.433219830,1849.399726231,19.455753779,1.332355574,40363.303249260,334.058251057,120.827140541,438.317077637,44.456880496,59.763842592,12.036276720,15.746537903,15.282933270,16.210142536,298.596807210,0.988208970,907.920276887,2936,907.920276887,2927,907.920276887,2895,907.920276887,2949,907.920276887,2920
aligned_CoRoT-2g004_out.FIT,88,0,59790.753978588,2459790.753978588,2459790.753958333,2459790.757491387,2459790.758239707,1.285532079,51.006677363,21.660508046,3.500000000,0,0,12.029493996,17,29,44,0.097591754,0.163844848,0.230593996,0.535958248,0.176550667,0.208953411,0.001255717,0.001580837,0.001816747,0.003218993,0.001630203,0.001725488,77.717980529,103.644390541,126.926871817,166.498752742,108.299774805,121.098130574,263760.476309048,802.175737508,1631.396267391,912.603853751,1631.896267391,1619.896146249,19.451816530,1.383480168,25740.847601296,907.920276887,321.823467584,79.984370918,317.330566406,28.351440381,65.205830151,2901,15.010838922,15.363908950,13.975028570,16.752789331,282.415199317,0.960954474,1563.185854251,980.695062339,1563.685854251,1551.804937661,19.452664093,1.391053158,37131.921239975,337.848877793,109.906895303,383.585357666,40.897777245,64.816429016,13.217451223,14.188641622,10.460566924,17.916716321,270.958913695,0.758093223,1168.450782452,1230.697418799,1168.950782452,1301.802581201,19.457211084,1.413431407,49424.572611581,352.143563571,140.353474334,556.373535156,54.437128314,62.319667476,10.497138311,14.138728970,12.863411759,15.414046181,87.746497072,0.967779859,1072.136358786,799.486110038,1072.636358786,1733.013889962,19.457088605,1.345520592,92036.748322934,411.550081261,223.634382578,1036.294433594,101.370958074,64.604148316,9.741001511,13.330564845,12.023421359,14.637708330,85.364390290,0.961263608,1285.100632967,456.687393862,1285.600632967,2075.812606138,19.454117495,1.302442659,39579.330830893,342.280401993,115.634230299,393.032409668,43.593398934,64.766546451,13.026527276,15.320963771,15.194317827,15.447609716,48.084659620,0.976337487,1179.625773508,686.791869416,1180.125773508,1845.708130584,19.455739205,1.332772084,45587.903303665,344.687709793,132.258569158,462.765014648,50.211350560,61.837051189,10.684006732,14.684621903,13.704938751,15.664305054,70.976437238,0.971546043,907.920276887,2958,907.920276887,2870,907.920276887,2866,907.920276887,2859,907.920276887,3002
aligned_CoRoT-2g005_out.FIT,89,0,59790.754383680,2459790.754383680,2459790.754363426,2459790.757896512,2459790.758644832,1.288185841,50.860514001,21.660508046,3.500000000,0,0,12.830139266,17,29,44,0.102558561,0.171230543,0.226760894,0.537849398,0.189279058,0.190563958,0.001264869,0.001610978,0.001815028,0.003252247,0.001683044,0.001691371,81.082343449,106.289784794,124.935234914,165.377803034,112.462304128,112.668343676,262212.149069676,803.868791142,1630.008502759,911.148228596,1630.508502759,1621.351771404,19.451821892,1.383234898,26892.100567359,907.920276887,321.253962176,83.709786442,303.491027832,29.619451456,63.911781675,2897,14.710569675,15.319650511,12.125896263,18.513404759,70.741724223,0.739190584,1562.554806834,978.581810057,1563.054806834,1553.918189943,19.452660831,1.390758963,38334.663423275,338.359282010,113.295734627,333.019866943,42.222499485,64.047720827,12.946746575,15.481128212,13.340115502,17.622140922,85.378684959,0.924388498,1167.648725046,1228.098698100,1168.148725046,1304.401301900,19.457209622,1.413115635,48468.663887059,351.617141027,137.844997390,427.766540527,53.384272960,63.262408204,12.403339036,15.712717967,13.758155988,17.667279947,271.727542138,0.939758045,1071.830324631,797.702620837,1072.330324631,1734.797379163,19.457083926,1.345260648,91706.409406663,411.870693736,222.658253674,841.185119629,101.007116749,65.424443665,12.323134478,14.494421212,12.068284158,16.920558267,87.940726483,0.893405729,1284.759409524,454.590941346,1285.259409524,2077.909058654,19.454109045,1.302100936,41732.231247024,344.678882911,121.075683240,410.942687988,45.964642832,64.537872969,13.579180911,16.624352381,15.027062187,18.221642576,87.333821059,0.963430118,1178.928211904,684.622181344,1179.428211904,1847.877818656,19.455736475,1.332426323,41970.181105656,345.893647097,121.338398256,428.415527344,46.226725159,65.057832089,11.017864923,14.627870412,13.727092459,15.528648365,61.243755514,0.947819289,907.920276887,2949,907.920276887,2958,907.920276887,2926,907.920276887,2895,907.920276887,2898
aligned_CoRoT-2g006_out.FIT,90,0,59790.754788773,2459790.754788773,2459790.754768519,2459790.758301636,2459790.759049956,1.290858945,50.714350916,21.660508046,3.500000000,0,0,14.432946547,17,29,44,0.106634392,0.167301195,0.217150440,0.564846121,0.166113792,0.211912271,0.001313941,0.001643519,0.001830471,0.003478322,0.001657065,0.001802334,81.156128892,101.794472844,118.630921279,162.390428557,100.245781200,117.576570528,249991.195572510,786.607282888,1629.597960388,907.129501554,1630.097960388,1625.370498446,19.451815274,1.382528414,26657.659253094,907.920276887,317.583473478,83.939063205,292.922149658,29.361233504,62.489344253,2966,NaN,16.328086066,14.776473657,17.879698475,65.845378922,0.919802510,1561.923124099,975.966338187,1562.423124099,1556.533661813,19.452660211,1.390261334,35829.506431238,331.118204046,108.207600770,384.203735352,39.463273751,62.251899745,14.038661320,15.667027323,13.627394479,17.706660167,68.992861938,0.881248015,1167.003795077,1226.254232692,1167.503795077,1306.245767308,19.457215052,1.412792734,44600.647852946,343.105324888,129.991126974,469.132354736,49.123969349,61.640896024,15.524047673,15.442863692,13.911770002,16.973957382,64.748602848,0.904689278,1071.164241735,795.195687795,1071.664241735,1737.304312205,19.457091969,1.344844604,90236.704546643,404.404187603,223.134941014,953.932739258,99.388356934,61.586449083,14.537028334,16.058673059,14.884641557,17.232704562,60.992147672,0.924606879,1283.834952568,451.703486394,1284.334952568,2080.796513606,19.454118098,1.301519386,35611.435035144,334.991344459,106.305537812,400.350219727,39.223085927,64.207316124,13.026160012,16.439048631,15.399999923,17.478097340,66.560604063,0.966070115,1178.451773901,682.489624469,1178.951773901,1850.010375531,19.455742683,1.332035347,43712.901706539,340.041968970,128.551489803,367.180389404,48.146189505,59.844934919,15.038835396,16.836657522,15.596211995,18.077103049,62.587664828,0.935280461,907.920276887,2985,907.920276887,2979,907.920276887,2936,907.920276887,2906,907.920276887,2822
aligned_CoRoT-2g007_out.FIT,91,0,59790.755193865,2459790.755193865,2459790.755173611,2459790.758706760,2459790.759455080,1.293551545,50.568188278,21.660508046,3.500000000,0,0,10.748927793,17,29,44,0.103901091,0.178493088,0.218354066,0.512771388,0.187837948,0.208057469,0.001276764,0.001656122,0.001788099,0.003151155,0.001679084,0.001770415,81.378489741,107.777761974,122.115214671,162.724927676,111.869295289,117.519062603,256506.274864022,791.975606133,1632.278662541,913.609870537,1632.778662541,1618.890129463,19.451808450,1.383629480,26651.281728870,907.920276887,316.991609654,84.075669252,320.960266113,29.354209183,61.888316462,2908,13.041723912,17.067466378,17.162893561,16.972039194,43.395527134,0.960096261,1564.397787679,981.032237118,1564.897787679,1551.467762882,19.452653281,1.391141818,38850.119327286,337.001673815,115.281680614,485.703887939,42.790232046,62.278071180,11.334651949,14.837228623,15.166523943,14.507933303,34.759569515,0.983922311,1169.667428007,1230.807670071,1170.167428007,1301.692329929,19.457208488,1.413582123,45971.191498680,342.656080616,134.161318299,463.967620850,50.633511189,60.369328692,9.224819022,15.522771749,14.645371221,16.400172277,64.160571378,0.966973150,1073.895810249,800.315841292,1074.395810249,1732.184158708,19.457081927,1.345706673,86945.773617294,404.450655050,214.972512794,802.738342285,95.763665413,63.810283835,8.862557411,15.270874110,14.849444496,15.692303725,51.194796098,0.933925790,1286.575473553,458.204010729,1287.075473553,2074.295989271,19.454106414,1.302616130,40562.445779652,336.657715868,120.485715514,418.984924316,44.676219721,61.194542646,12.794351705,16.261004712,15.941475013,16.580534412,50.170907887,0.952112122,1181.169550501,686.939618345,1181.669550501,1845.560381655,19.455729662,1.332812915,44176.744641110,345.432038104,127.888382570,463.371185303,48.657074598,62.913642396,9.235462759,15.583682985,15.675893684,15.491472286,43.575613509,0.943305689,907.920276887,2840,907.920276887,3010,907.920276887,2828,907.920276887,2947,907.920276887,2893
