Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,N_Src_Pixels_C2,N_Sky_Pixels_C2,N_Src_Pixels_C3,N_Sky_Pixels_C3,N_Src_Pixels_C4,N_Sky_Pixels_C4,N_Src_Pixels_C5,N_Sky_Pixels_C5,N_Src_Pixels_C6,N_Sky_Pixels_C6
aligned_CoRoT-2g008_out.FIT,92,0,59790.755598958,2459790.755598958,2459790.755578704,2459790.759111884,2459790.759860205,1.296263802,50.422025756,21.660508046,3.500000000,0,0,8.801380370,17,29,44,0.102547140,0.158390032,0.222409458,0.577855366,0.182370214,0.191687788,0.001305189,0.001622622,0.001847491,0.003544859,0.001695986,0.001745702,78.568829016,97.613649327,120.384592645,163.012230426,107.530500279,109.805539542,250249.665102633,787.348493724,1632.241707489,914.589286735,1632.741707489,1617.910713265,19.451808619,1.383749950,25662.387483035,907.920276887,316.486317602,81.085298339,360.298889160,28.265022972,62.206212036,2861,10.394316897,16.204873908,14.788161319,17.621586497,81.196904988,0.966857224,1564.025876145,980.376781222,1564.525876145,1552.123218778,19.452652297,1.391026265,34217.363212536,331.793709762,103.128426507,435.993072510,37.687629722,63.799493497,8.726474272,15.601702527,14.371463007,16.831942047,80.207693669,0.972325896,1169.189010517,1230.550921931,1169.689010517,1301.949078069,19.457208304,1.413585497,45531.300568679,343.846483791,132.417525597,510.969451904,50.149007273,61.051218670,7.668461131,15.284739049,13.802514649,16.766963450,284.389557138,0.951943118,1073.167030701,799.936435794,1073.667030701,1732.563564206,19.457084866,1.345682220,91648.521703364,404.693362189,226.464109042,829.790771484,100.943358174,60.740877195,8.647266310,15.311741009,14.397141968,16.226340049,283.383016960,0.982224619,1286.059277609,457.159093970,1286.559277609,2075.340906030,19.454107413,1.302442316,38598.811395578,334.597939899,115.358783761,377.076232910,42.513436893,61.693616296,7.957200311,16.179457398,15.115219039,17.243695756,282.557219852,0.979072391,1180.761879797,688.176567404,1181.261879797,1844.323432596,19.455734103,1.333022063,40253.668222476,340.393421694,118.256304785,421.453125000,44.336126472,63.404478903,9.414563302,15.774280573,14.668696918,16.879864228,78.999004800,0.977365639,907.920276887,2947,907.920276887,2931,907.920276887,2966,907.920276887,2949,907.920276887,2912
aligned_CoRoT-2g010_out.FIT,93,0,59790.756409143,2459790.756409143,2459790.756388889,2459790.759922132,2459790.760670452,1.301747912,50.129701737,21.660508046,3.500000000,0,0,12.223725068,17,29,44,0.104060559,0.180788850,0.222534814,0.546063779,0.170659425,0.198878812,0.001345690,0.001742315,0.001905378,0.003460287,0.001685769,0.001804828,77.328752628,103.763575089,116.793026603,157.808818239,101.235382196,110.192680324,240496.406979009,775.275737645,1633.277886081,907.369442230,1633.777886081,1625.130557770,19.451797000,1.383201648,25026.190537950,907.920276887,313.417001443,79.849498983,313.105621338,27.564304020,61.345792872,2905,12.994872960,15.670564089,14.207835631,17.133292547,290.779155639,0.938827859,1565.080014829,975.052892293,1565.580014829,1557.447107707,19.452643771,1.390669725,36822.052282654,331.474238139,111.085713597,448.614959717,40.556481907,60.897273996,12.291422471,15.007215190,12.096402000,17.918028380,285.326575345,0.811139090,1170.527373211,1223.876811917,1171.027373211,1308.623188083,19.457188456,1.412650342,43776.931847957,341.317580956,128.258649101,492.340789795,48.216713474,61.143158205,12.125074948,14.994757306,13.981755578,16.007759034,298.668766209,0.937890329,1074.255509273,793.632067432,1074.755509273,1738.867932568,19.457078460,1.345317721,84942.405779001,396.798825228,214.069196727,793.523254395,93.557119431,60.710795550,12.235812990,15.232459352,13.732907242,16.732011461,290.541633701,0.933072437,1286.922015053,450.146693280,1287.422015053,2082.353306720,19.454107882,1.302345378,35059.708866396,324.813779108,107.937874319,353.230407715,38.615404633,59.202750954,12.659419899,15.030291207,12.829601636,17.230980779,277.595854657,0.911749901,1181.599363661,680.902576635,1182.099363661,1851.597423365,19.455729912,1.332640841,39895.308203000,334.254856301,119.355956842,513.545166016,43.941422192,60.523702586,11.035747140,15.222989328,13.057153800,17.388824856,287.035124563,0.886635886,907.920276887,2842,907.920276887,2946,907.920276887,2895,907.920276887,2941,907.920276887,2973
aligned_CoRoT-2g011_out.FIT,94,0,59790.756814236,2459790.756814236,2459790.756793981,2459790.760327257,2459790.761075577,1.304520091,49.983540079,21.660508046,3.500000000,0,0,9.876399623,17,29,44,0.105340500,0.172926301,0.222827847,0.526042823,0.183080079,0.206106780,0.001326341,0.001684753,0.001884324,0.003304266,0.001712867,0.001804386,79.421906027,102.641922304,118.253483325,159.201088991,106.885164916,114.225462658,245601.864213440,780.837052965,1631.364268964,913.042032314,1631.864268964,1619.457967686,19.451818330,1.383681333,25871.823267301,907.920276887,315.195982569,82.081703759,306.721069336,28.495699376,61.660130740,2922,12.091990517,14.597687395,12.161262033,17.034112757,83.968180711,0.889711728,1563.539883750,980.096985025,1564.039883750,1552.403014975,19.452660906,1.391115854,36209.454805582,330.895277843,109.428744471,502.042419434,39.881755841,61.124936012,10.118721648,14.670425603,12.874072082,16.466779125,80.549726633,0.934960978,1169.219913372,1229.698059146,1169.719913372,1302.801940854,19.457208423,1.413458924,44754.406493517,344.763190620,129.812020863,579.257934570,49.293321928,62.139352056,9.099795163,15.868280633,14.602811009,17.133750257,279.298158513,0.972037636,1072.961603501,798.803493631,1073.461603501,1733.696506369,19.457086488,1.345723879,84661.515382631,397.150586447,213.172328763,1032.707153320,93.247741611,61.365610993,8.756969740,14.624327346,13.995574684,15.253080009,66.963839633,0.984694130,1285.345462956,456.461038670,1285.845462956,2076.038961330,19.454115997,1.302675176,38006.563997961,331.178667559,114.761510088,448.961853027,41.861124777,59.856492477,11.578043160,15.634454129,15.163561933,16.105346324,52.430267016,0.944933599,1180.062408657,685.393635000,1180.562408657,1847.106365000,19.455736902,1.332845743,41969.923533749,337.557791522,124.334038757,501.682586670,46.226441464,59.992482353,7.612877507,15.033173570,14.022990361,16.043356779,81.031618031,0.980224742,907.920276887,2849,907.920276887,2912,907.920276887,2932,907.920276887,2864,907.920276887,2841
aligned_CoRoT-2g012_out.FIT,95,0,59790.757219329,2459790.757219329,2459790.757199074,2459790.760732381,2459790.761480701,1.307312570,49.837378715,21.660508046,3.500000000,0,0,10.305444274,17,29,44,0.106404616,0.178427334,0.221627015,0.545873930,0.165452320,0.207858273,0.001305332,0.001686674,0.001867016,0.003365353,0.001631309,0.001790560,81.515363335,105.786480580,118.706563969,162.204057135,101.423026520,116.085646391,247649.123930826,778.455243261,1631.571249043,913.251019226,1632.071249043,1619.248980774,19.451813991,1.383582266,26351.009873114,907.920276887,312.472108603,84.330758323,298.982086182,29.023484268,59.970233351,2953,10.193631178,16.264773351,14.451457962,18.078088740,69.833707944,0.916530295,1563.094834869,980.331390292,1563.594834869,1552.168609708,19.452662870,1.391020089,37496.900861057,331.429051232,113.137037087,459.165985107,41.299772475,61.051007382,10.806275127,15.868398626,14.690619746,17.046177505,277.721387369,0.976542141,1168.471398041,1229.828963380,1168.971398041,1302.671036620,19.457210953,1.413399930,44928.390965426,345.464680334,130.052053142,551.606201172,49.484951608,62.735615831,10.195137603,14.851963004,14.191955649,15.511970358,83.722606104,0.991741566,1072.247760530,799.824787898,1072.747760530,1732.675212102,19.457092443,1.345646802,87449.046038257,396.000152784,220.830839139,814.516174316,96.317978863,58.504444086,9.872040592,15.106266829,14.159030471,16.053503186,80.415323838,0.982509508,1285.220175809,456.247953006,1285.720175809,2076.252046994,19.454114510,1.302352545,35157.270107571,326.321152994,107.738250447,430.384857178,38.722860368,59.849881392,10.090887094,14.809647584,13.805633366,15.813661802,88.037386527,0.981697636,1179.177461193,686.043540067,1179.677461193,1846.456459933,19.455744363,1.332679070,42617.515958517,336.897445085,126.499967810,473.864501953,46.939711606,59.044840663,10.674694047,14.927572366,13.609535042,16.245609689,89.820985231,0.969295032,907.920276887,2992,907.920276887,2979,907.920276887,2986,907.920276887,2921,907.920276887,2834
aligned_CoRoT-2g013_out.FIT,96,0,59790.757624421,2459790.757624421,2459790.757604167,2459790.761137505,2459790.761885826,1.310125515,49.691217647,21.660508046,3.500000000,0,0,8.796771863,17,29,44,0.099718373,0.177494208,0.231457570,0.534282071,0.166516805,0.205299261,0.001301630,0.001682799,0.001907619,0.003335972,0.001652315,0.001791795,76.610380585,105.475601723,121.333237584,160.157830734,100.777888584,114.577406971,244991.799291133,775.221902689,1631.882397561,910.834170577,1632.382397561,1621.665829423,19.451800596,1.383271313,24430.183688172,907.920276887,309.376965757,78.965748560,310.289215088,26.907851174,59.822376577,2923,7.882035006,15.456083861,13.943350077,16.968817645,82.377660946,0.959614992,1563.613697231,977.278301425,1564.113697231,1555.221698575,19.452646434,1.390619227,36929.799763773,327.150283536,112.883288269,422.457946777,40.675156954,58.830107017,9.366532744,15.387870126,13.754279299,17.021460953,85.376550906,0.954750227,1169.039753942,1227.870073238,1169.539753942,1304.629926762,19.457201407,1.413193972,46047.227213745,343.748421319,133.956185274,535.013305664,50.717258317,60.672538043,7.741413211,15.639290267,13.827759115,17.450821420,88.353049640,0.947570315,1072.773208633,796.340273830,1073.273208633,1736.159726170,19.457075543,1.345210991,85313.338610366,396.262050835,215.295253307,811.898071289,93.965671637,59.801804562,10.733893382,14.848509617,13.211290633,16.485728601,278.535599993,0.948054297,1285.479904221,454.736064731,1285.979904221,2077.763935269,19.454104356,1.302281886,34971.850820635,326.676786524,107.053369763,372.991058350,38.518636174,60.057806025,7.009096737,15.214615427,12.960283592,17.468947261,274.999301866,0.913302940,1180.179339304,683.484683127,1180.679339304,1849.015316873,19.455724182,1.332417550,41729.582882614,334.719849197,124.670177113,491.379730225,45.961725875,59.312883138,10.047660097,15.543916268,14.400551409,16.687281128,80.376250877,0.975979465,907.920276887,2924,907.920276887,2954,907.920276887,2847,907.920276887,2892,907.920276887,2989
aligned_CoRoT-2g014_out.FIT,97,0,59790.758029514,2459790.758029514,2459790.758009259,2459790.761542629,2459790.762290949,1.312959092,49.545057048,21.660508046,3.500000000,0,0,10.402439377,17,29,44,0.098483077,0.178518500,0.242320466,0.522426252,0.167276067,0.200494421,0.001295921,0.001683142,0.001954264,0.003273463,0.001671024,0.001778593,75.994632988,106.062653441,123.995787908,159.594374481,100.103938293,112.726445398,244760.754281384,775.912819201,1631.532687505,912.730971035,1632.032687505,1619.769028965,19.451811618,1.383506633,24104.792278570,907.920276887,307.848679896,78.300781691,356.641967773,26.549459123,59.118291602,2885,8.292108496,15.599778859,15.117320717,16.082237001,55.719561021,0.971417009,1563.257715705,979.760144781,1563.757715705,1552.739855219,19.452658864,1.390948304,37075.635904302,326.188802138,113.663116763,409.518127441,40.835783546,58.554085489,10.723282224,15.543187252,15.589900266,15.496474238,44.323475792,0.935204165,1168.104722519,1229.670360090,1168.604722519,1302.829639910,19.457215347,1.413421309,47741.739481473,346.319409070,137.854645830,594.077758789,52.583625123,60.831158131,10.694561433,15.811266742,16.021379502,15.601153981,40.077225477,0.975849709,1072.117791464,798.511719358,1072.617791464,1733.988280642,19.457089229,1.345458446,83990.566633710,393.622069872,213.378702726,860.281005859,92.508746386,59.816083250,10.832920460,15.008488855,14.559662065,15.457315645,51.734662645,0.934183331,1285.065776928,456.104049937,1285.565776928,2076.395950063,19.454113649,1.302374996,35075.349768683,330.115264021,106.251826533,370.911163330,38.632631809,61.935521640,11.631614293,15.826956697,15.979077706,15.674835688,42.703726318,0.942372260,1179.562359397,685.821150534,1180.062359397,1846.678849466,19.455738365,1.332679310,40877.462493216,334.350136580,122.259446075,401.076354980,45.023184892,59.054809478,10.240149357,13.760150460,13.350703210,14.169597711,53.875877096,0.961968399,907.920276887,3005,907.920276887,2973,907.920276887,2981,907.920276887,2906,907.920276887,2831
aligned_CoRoT-2g015_out.FIT,98,0,59790.758434606,2459790.758434606,2459790.758414352,2459790.761947753,2459790.762696073,1.315813477,49.398896582,21.660508046,3.500000000,0,0,9.260843613,17,29,44,0.087714282,0.159007035,0.237370598,0.546871643,0.174587028,0.203082710,0.001285492,0.001619395,0.001918483,0.003423660,0.001708480,0.001797840,68.234000954,98.189143516,123.728250525,159.733027485,102.188501747,112.959292292,244536.846029860,777.730775110,1631.393604354,912.012659702,1631.893604354,1620.487340298,19.451810075,1.383339185,21449.373984796,907.920276887,306.858858758,69.899803681,284.228454590,23.624732844,60.843281506,2887,6.243268254,12.775124996,10.122609207,15.427640784,284.965314710,0.788983117,1563.201040178,980.089516381,1563.701040178,1552.410483619,19.452658898,1.390945218,33548.613295842,322.613058424,103.990252161,389.323089600,36.951056332,59.584302599,10.524023350,14.880646477,13.642206231,16.119086722,293.554008363,0.941011991,1168.802935113,1230.119526065,1169.302935113,1302.380473935,19.457208869,1.413472780,46910.648581074,340.905081908,137.606187384,442.411804199,51.668246404,57.823126363,8.901564122,15.574751316,13.780497665,17.369004968,290.950730573,0.906665116,1072.738143890,798.727996745,1073.238143890,1733.772003255,19.457084401,1.345453250,86452.077205427,399.791583653,216.242864383,889.556579590,95.219899154,60.960178265,9.609750536,15.430301600,13.938196040,16.922407160,289.312938319,0.939846826,1285.184176230,455.443171666,1285.684176230,2077.056828334,19.454112496,1.302158998,36347.209903061,333.878741254,108.863504656,404.077758789,40.033481825,63.355124228,11.934509140,15.076087191,14.166773724,15.985400657,282.661360467,0.982319173,1180.064441868,686.591461545,1180.564441868,1845.908538455,19.455736228,1.332736315,41278.297044457,336.543272100,122.653757976,437.847930908,45.464671398,60.291476346,8.351946279,15.103785815,13.199368464,17.008203165,283.779495521,0.921599224,907.920276887,3007,907.920276887,2853,907.920276887,2802,907.920276887,2983,907.920276887,2899
aligned_CoRoT-2g016_out.FIT,99,0,59790.758839699,2459790.758839699,2459790.758819445,2459790.762352878,2459790.763101198,1.318688840,49.252736423,21.660508046,3.500000000,0,0,8.652825627,17,29,44,0.110284427,0.173377104,0.215678569,0.546593376,0.190680069,0.192272158,0.001314163,0.001664798,0.001831420,0.003394320,0.001744484,0.001764165,83.919878107,104.143025911,117.765740670,161.031758817,109.304587685,108.987636062,247278.899381021,782.115667627,1631.965831404,913.766186934,1632.465831404,1618.733813066,19.451806138,1.383725492,27271.011847363,907.920276887,313.308486235,87.042046563,394.268554688,30.036791271,59.602771388,2946,9.061209426,16.387732318,15.161477547,17.613987089,84.708282117,0.977078818,1564.103008946,980.329896862,1564.603008946,1552.170103138,19.452648403,1.391107799,36537.698937666,328.552903667,111.207962340,444.725219727,40.243289932,60.148919169,7.958700024,14.314804130,14.255543566,14.374064693,47.250224268,0.988866471,1169.161921302,1230.408994893,1169.661921302,1302.091005107,19.457205274,1.413590846,43870.773437407,340.151140841,128.974353368,482.444183350,48.320072317,59.893284046,7.164337991,15.752550298,15.361538770,16.143561825,54.784118398,0.978056992,1073.443612069,799.845313125,1073.943612069,1732.654686875,19.457078983,1.345810584,87392.724265790,399.242215801,218.896501439,880.605407715,96.255945032,60.161848998,10.278357036,14.683670006,14.358510948,15.008829065,51.156090774,0.956904988,1286.352733922,457.380291513,1286.852733922,2075.119708487,19.454103898,1.302697106,39600.190481034,336.344868865,117.736865184,447.689697266,43.616374135,61.490116037,8.585886319,15.605077284,15.647141798,15.563012770,44.270801096,0.955131594,1180.678943433,687.454747508,1181.178943433,1845.045252492,19.455730670,1.333064238,39877.512259125,339.901295574,117.320859845,487.515136719,43.921821413,63.080254776,8.868462966,13.646892080,13.442327271,13.851456889,48.642763694,0.944136983,907.920276887,2969,907.920276887,2845,907.920276887,2870,907.920276887,2880,907.920276887,2844
aligned_CoRoT-2g017_out.FIT,100,0,59790.759244791,2459790.759244791,2459790.759224537,2459790.762758001,2459790.763506322,1.321585352,49.106576740,21.660508046,3.500000000,0,0,10.510834978,17,29,44,0.100674014,0.164914925,0.216565635,0.562027110,0.181187871,0.200792977,0.001301375,0.001635008,0.001813217,0.003467297,0.001698078,0.001781777,77.359700141,100.864918074,119.437221168,162.093714178,106.701712199,112.692553452,249466.297462312,784.980958032,1631.890612295,912.320596624,1632.390612295,1620.179403376,19.451808824,1.383477203,25114.773601011,907.920276887,314.883917337,79.758832440,360.392547607,27.661871026,62.024483483,2901,10.482629622,14.171891402,11.884612188,16.459170615,79.721475343,0.887109983,1563.456932828,979.063279815,1563.956932828,1553.436720185,19.452656853,1.390871449,35316.498019991,329.842276672,107.070865434,469.107604980,38.898236904,61.752185185,9.974755427,13.768541606,12.403698471,15.133384740,85.752890385,0.960596334,1168.780436659,1228.821106783,1169.280436659,1303.678893217,19.457209272,1.413361490,44408.477064839,338.713349280,131.109320490,426.464080811,48.912308928,58.938691381,11.062993884,15.308793060,14.485734130,16.131851990,64.886902251,0.971913287,1072.672766399,797.677468647,1073.172766399,1734.822531353,19.457086452,1.345454167,89759.531936044,404.613651005,221.840097864,900.987426758,98.862790292,61.974022754,10.569290174,14.365530292,13.560799444,15.170261139,65.335112146,0.970630581,1285.570697158,455.021404510,1286.070697158,2077.478595490,19.454109771,1.302292640,38266.789162077,334.765352136,114.309288336,389.070373535,42.147741532,62.092370753,9.885931681,14.930046230,14.548636974,15.311455486,53.831746364,0.971682956,1180.236017871,684.858676947,1180.736017871,1847.641323053,19.455733581,1.332642675,41715.001279361,341.895300409,122.011040308,457.204010010,45.945665430,63.251912142,11.089409082,14.676591163,13.854038578,15.499143747,54.938467112,0.891992835,907.920276887,2940,907.920276887,2908,907.920276887,2905,907.920276887,2954,907.920276887,2954
aligned_CoRoT-2g018_out.FIT,101,0,59790.759649884,2459790.759649884,2459790.759629630,2459790.763163126,2459790.763911446,1.324503195,48.960417201,21.660508046,3.500000000,0,0,10.651916736,17,29,44,0.096469237,0.169977695,0.240407680,0.516861671,0.179123159,0.202280630,0.001266469,0.001648321,0.001883592,0.003209624,0.001670674,0.001775813,76.171802948,103.121696752,127.632561398,161.034955610,107.216137176,113.908713340,251396.395871014,785.458407552,1633.137626158,913.596822094,1633.637626158,1618.903177906,19.451801524,1.383691004,24252.018608620,907.920276887,309.237804276,78.425141665,285.562011719,26.711616896,59.943425880,2932,8.984930095,15.819091292,14.081647618,17.556534966,69.474558158,0.917164852,1564.489559164,981.662097211,1564.989559164,1550.837902789,19.452655347,1.391285795,36523.585080432,332.896234512,109.714623639,359.379699707,40.227744671,62.474688502,9.246797264,15.268212934,13.679129466,16.857296401,64.134958182,0.889459130,1169.862858496,1230.841656926,1170.362858496,1301.658343074,19.457207541,1.413744268,48724.000418121,341.804209166,142.549445301,426.561767578,53.665505286,57.067871498,9.545626076,15.968670108,15.096473274,16.840866941,64.713123261,0.970589581,1074.285621336,800.711340225,1074.785621336,1731.788659775,19.457082070,1.345972038,85661.839705273,401.523912372,213.341813690,816.076782227,94.349517117,63.301677202,11.748418704,15.598590429,14.188900867,17.008279990,64.869381260,0.921353808,1287.202361257,457.719532692,1287.702361257,2074.780467308,19.454103521,1.302699261,38190.172336331,332.613739819,114.818384704,330.717468262,42.063354359,60.646125961,12.189451800,16.100865657,14.764009459,17.437721854,63.523182590,0.925061430,1181.333409635,687.605631796,1181.833409635,1844.894368204,19.455733058,1.333078827,42296.798330858,342.697443110,123.423151182,370.722839355,46.586467345,62.701856553,12.196276476,16.044329750,14.664604441,17.424055060,63.156734124,0.916888365,907.920276887,2947,907.920276887,2905,907.920276887,2901,907.920276887,2893,907.920276887,2853
